idx,branch_name,merge,left,right,notes,diff_contains_java_file,diff_size,left parent test coverage,left parent test result,left_tree_fingerprint,parents pass,right parent test coverage,right parent test result,right_tree_fingerprint,sampled for testing,test merge
3,refs/heads/master,d73ddbc785a6a43c63ef4405bdeb24a9d92dd319,de512008b913dc3f80fca66e4ddb51c9a31a83db,56953e0632f76ea0c9cebf5f68fa055cfb2811c1,,True,88,0.0,Tests_failed,67ccde08d2d904299ec93309e177ba74194d76807c1e3e6530536bc294f45379,False,0.0,Tests_failed,55d5e4f68d8ff6c76c16dc81024b1b0f93a77dbde70b6d54dfa6864ea229f99e,False,False
4,refs/heads/master,56953e0632f76ea0c9cebf5f68fa055cfb2811c1,8cfb6b9004e55f898f7eefa8a00b00f35497f31e,2914287ee5e50204f5ce3c87ca467317bde5b488,,False,8,,,,,,,,False,False
5,refs/heads/master,1dae182eec73e4ad79290439d0b37ad4de0c093d,10f7f9e81b6af51b7b294d7542ce592dd9614f9c,e101d48d5198bbd9ae90f1ad092bc72d122577f1,,False,111,,,,,,,,False,False
9,refs/heads/master,10f7f9e81b6af51b7b294d7542ce592dd9614f9c,886d97d10f04eb7618455d554604d807741df8ae,b587a399a4155800823ab0c17e5fbf7c3820b553,,False,58,,,,,,,,False,False
10,refs/heads/master,421f66c70acd25f5e02a825427e2c5d0a4233db4,0b494147afaa42278d2be330cf3e8801f0716456,fe4e8b96cd9c860d047276f29a95feedb7e46e1f,,False,28,,,,,,,,False,False
11,refs/heads/master,86acd4025352211f0a400acec580eb8604e3eab0,557ab8018ed56100d1a6a1530ffa368d3b6c7d60,17fcbb766c99bcffe083d895ef67aa30b7b6f0c7,two initial commits,True,373,0.0,Tests_failed,ac28b9d764c681402bb31c5b7d902dd9559dd0dc402b43f568e23a57d6d2681c,False,0.0,Tests_failed,c7e0476f3c56ba321a3f9ea43be47ba6a96e8c1b9a7e83453e338df69ad05756,False,False
12,refs/heads/master,17fcbb766c99bcffe083d895ef67aa30b7b6f0c7,7f840ff5eeddfab2bda2fac77ecc399409694dcf,c74cd8de0b7d5adb68eb579e3a8b58cbc43f4b34,two initial commits,False,165,,,,,,,,False,False
14,refs/heads/master,f9ca486e78b3acca32a88611caf254af4b7ae085,b85dd25567ea064ef8a3fe4b155cd632f2f82406,f05882c9c0b35a2d5b17ae62a02d2b15b1a5ce1a,,False,17,,,,,,,,False,False
21,refs/heads/master,6264eceacd0ae3c33d59b09d85d15e806bdcf5ce,4195ce428706f3e88ceb387424c54b30cf681607,50d8dffed176d3a224bf81b27dfad7cc6b040b0a,,False,98,,,,,,,,False,False
24,refs/heads/master,17c9811ae7960ca4661c692fd611532375309414,6eed2d8bc9223837cfd17512e1a2c7d08467be89,e74201b0003bd84c6927e729e36010a33cdd684a,,False,11,,,,,,,,False,False
